symbol,date,open,high,low,close,volume
amp,2014-08-01,118.2,119.505,117.63,119.07,812220
abbv,2016-12-12,61.53,62.45,61.51,62.04,5984483
col,2016-12-20,93.97,94.7,93.61,94.69,870424
fbhs,2017-02-21,57.02,57.69,56.915,57.38,983015
apd,2017-05-04,143.91,145.58,143.9,144.76,2303220
cvs,2016-08-12,97.32,97.45,96.89,97.43,2362711
hes,2014-07-08,98.96,100.1197,98.8,98.96,2671421
kss,2016-07-05,37.69,37.74,36.28,36.74,3244167
all,2014-03-11,55.9,55.93,55.5,55.61,2361901
unm,2015-12-11,34.46,34.74,33.76,33.95,1289165
mco,2016-10-07,108.93,108.95,107.85,108.26,515218
whr,2016-05-26,173.86,175.21,171.56,172.25,628226
amat,2016-02-24,18.28,18.72,18.09,18.69,10670974
hban,2015-04-27,10.86,10.94,10.69,10.71,12057340
mdt,2015-09-14,69.77,69.89,68.505,68.73,6219568
ir,2015-02-11,66.69,67.06,66.61,66.66,1988416
foxa,2014-08-28,35.63,35.81,35.57,35.6,6975848
pki,2015-11-12,51.4,51.69,50.67,50.68,556773
cboe,2014-12-23,64.85,65.39,64.65,64.69,360744
chtr,2017-04-24,340.03,342.1417,338.74,340.36,1138235
yum,2016-09-12,86.78,88.83,86.68,88.66,3714974
apc,2017-03-28,60.24,61.42,60.0,61.14,4473495
abt,2017-03-03,45.42,45.56,45.11,45.25,6790781
unp,2017-09-19,112.39,113.18,112.11,113.0,4168929
aet,2016-03-04,109.14,109.8,107.83,108.06,3461181
udr,2014-04-09,26.02,26.02,25.6,25.83,1527489
xlnx,2016-11-11,50.84,51.83,50.78,51.64,3310615
unh,2014-04-15,79.36,79.72,78.06,79.51,4719051
it,2017-04-03,108.08,109.41,107.7,108.95,1520760
wyn,2015-06-03,85.0,85.71,84.92,85.55,781027
hon,2016-03-07,107.82,108.24,106.61,107.47,3882945
wrk,2015-09-16,59.23,59.23,57.01,58.79,1964997
tgt,2016-10-31,68.78,69.25,68.513,68.73,3349469
nws,2017-01-12,12.5,12.6,12.3,12.45,1156985
spg,2016-11-14,181.28,186.33,179.2,185.59,1786867
gild,2017-03-29,67.1,67.565,66.91,67.26,7224725
fcx,2015-10-27,11.82,11.99,11.315,11.61,23378673
lll,2017-01-19,149.03,152.07,149.03,151.91,650528
wu,2017-05-16,19.39,19.42,19.08,19.15,4167823
l,2014-11-10,43.49,43.61,43.25,43.46,888612
nem,2015-08-21,18.85,18.92,18.1,18.14,9452108
wat,2015-10-13,119.84,121.12,118.78,119.06,236504
anss,2016-11-30,94.21,94.48,93.39,94.03,699383
khc,2017-03-27,91.5,91.59,91.0913,91.25,1699017
eog,2015-02-02,90.99,92.57,89.53,92.52,5615475
apa,2016-01-21,34.33,37.59,34.12,37.24,7468009
flr,2015-08-03,46.51,47.5,45.93,47.09,2537155
mlm,2017-02-14,226.62,229.11,221.36,226.41,1557078
mro,2017-09-19,12.09,12.1185,11.92,12.0,7781787
swk,2015-08-31,100.51,102.33,100.18,101.52,1507017
wba,2017-03-24,83.25,83.34,82.61,82.97,2110083
coty,2015-06-08,25.75,25.91,25.45,25.51,1054948
orcl,2017-06-21,46.15,46.54,46.08,46.33,30757278
sti,2016-02-23,34.66,34.88,33.61,33.83,3718584
len,2014-07-29,37.0,37.0196,36.3725,36.7353,3142596
lmt,2017-04-27,270.84,272.77,269.94,271.14,953829
csco,2014-04-17,23.01,23.29,22.78,23.21,47813602
mar,2015-06-18,77.37,78.5,77.36,78.15,1506863
dov,2014-02-04,83.02,83.93,82.47,83.62,1580997
o,2016-07-01,69.5,70.08,69.06,69.64,1823883
cat,2014-08-15,106.01,106.42,105.13,105.74,4099265
cern,2014-06-10,53.71,53.9,53.12,53.35,896966
aig,2016-08-15,59.02,59.34,58.95,59.22,3456019
amgn,2015-05-14,159.9,162.16,158.19,161.98,2717473
jbht,2015-10-26,78.3,78.44,77.63,77.9,603829
tgt,2017-02-22,66.06,66.28,65.6,65.94,3029411
mat,2016-06-03,31.65,31.82,31.38,31.63,1847195
pki,2017-10-13,71.93,72.11,71.17,71.39,410175
hca,2015-05-07,74.7,77.37,74.544,76.59,4451848
aapl,2017-02-21,136.23,136.75,135.98,136.7,24507156
cma,2014-12-19,46.35,47.12,45.93,46.03,3476115
regn,2015-06-12,499.44,500.78,490.868,492.29,983899
tif,2015-10-09,81.86,82.4499,80.96,81.4,818266
trv,2017-11-30,135.21,136.48,133.825,135.57,2193898
tel,2017-05-17,75.45,75.57,73.89,73.95,1333293
hd,2016-08-25,134.73,136.16,134.37,135.43,3168909
hp,2014-04-30,107.5,108.68,105.8,108.65,1367442
dg,2017-03-17,73.31,73.8699,71.88,72.33,4356463
hban,2014-09-23,10.01,10.07,9.92,9.92,6963231
stt,2014-09-10,71.75,72.49,71.593,72.19,2078618
andv,2017-12-27,114.27,115.82,113.75,115.0,1415728
coo,2016-12-09,168.0,175.0,168.0,170.62,1200077
sbux,2017-07-11,57.91,58.08,57.53,57.9,5422330
pm,2017-01-23,94.61,94.81,94.32,94.76,3350306
eqt,2017-04-20,62.5,64.01,62.21,63.27,1477710
dfs,2014-03-06,58.44,59.06,58.39,58.77,2291938
hrb,2015-09-25,35.98,36.31,35.74,36.05,2959120
psa,2016-09-08,225.1,225.36,222.53,223.0,1401202
mgm,2014-10-09,22.12,22.21,21.36,21.39,10589865
nflx,2016-09-22,95.54,95.88,94.23,95.83,11214973
coo,2016-01-04,132.46,132.46,130.935,131.86,411964
mdt,2015-09-24,68.58,68.88,67.86,68.38,6840710
maa,2016-11-28,91.65,93.16,91.65,92.26,941763
cf,2017-12-04,37.95,38.69,36.84,36.9,4267213
nwsa,2014-08-06,17.6,17.71,17.5,17.63,2169501
unm,2014-06-04,34.57,35.43,34.57,35.15,1286104
aal,2017-09-14,46.79,46.94,46.12,46.19,5360496
ctas,2014-02-25,59.64,60.01,59.29,59.96,707509
oke,2014-05-19,62.5,62.72,62.12,62.2,664996
omc,2014-12-10,78.0,78.05,77.45,77.48,2245479
zion,2014-10-30,28.63,28.9,28.43,28.68,1497398
adbe,2015-10-15,84.19,86.86,84.09,86.77,4381865
syf,2017-10-02,31.17,31.49,30.92,31.48,4478645
k,2015-12-24,72.89,73.13,72.62,72.87,374751
msi,2016-03-07,70.67,71.19,70.47,71.01,2181904
kmb,2016-10-21,119.0,120.46,118.52,119.58,2217355
amt,2017-01-18,105.26,106.42,105.04,105.67,2078068
ice,2017-06-21,64.43,64.5,63.93,64.29,2323856
wyn,2017-09-12,99.93,101.04,99.62,100.84,555651
wmb,2016-02-11,12.08,13.98,11.76,13.29,16261451
var,2017-01-23,90.0,90.43,89.55,90.0,1232381
aes,2015-05-19,13.68,13.68,13.31,13.62,7772460
uaa,2016-03-22,42.68,42.68,41.7725,42.225,4534388
vno,2015-08-28,89.89,90.81,88.74,89.52,929853
pnr,2016-05-24,59.68,60.32,59.35,60.08,988866
emn,2017-07-13,85.85,86.07,85.08,85.15,740097
wm,2017-06-29,73.49,73.7,72.58,73.02,2280887
duk,2017-04-26,82.57,83.285,82.44,82.6,2291774
syy,2017-06-30,49.94,50.47,49.94,50.33,3792443
intc,2015-01-28,34.47,34.7,33.72,33.775,34929097
pkg,2016-06-20,66.52,67.9,66.52,67.57,1045638
eog,2015-01-21,90.59,91.4,89.68,90.54,4911939
twx,2014-08-04,83.85,87.27,83.63,85.53,7922668
pm,2016-11-28,89.37,90.35,89.29,90.24,5077234
mck,2016-12-07,142.68,143.45,136.81,141.62,4363825
wy,2014-06-19,30.82,30.94,30.71,30.87,4391656
all,2015-01-30,70.49,70.84,69.7,69.79,2486684
nsc,2016-08-18,89.83,91.67,89.65,91.67,1580851
re,2015-11-09,180.59,182.05,179.52,180.41,177172
fb,2014-04-08,57.68,58.71,57.17,58.1901,78835935
mo,2014-06-05,41.23,41.48,41.15,41.29,4116260
payx,2014-08-13,41.67,41.86,41.42,41.57,1927361
crm,2017-10-11,95.39,96.01,94.83,96.01,2640822
ivz,2017-07-27,36.34,36.34,33.86,34.6,6188153
amat,2014-01-07,17.37,17.43,17.255,17.37,8133172
nbl,2016-04-13,33.72,33.77,32.74,32.95,4371240
ew,2015-01-16,64.185,64.635,63.585,64.58,1976316
fti,2017-05-10,31.95,32.39,31.9,32.01,3271562
ame,2017-09-06,63.4,63.49,63.04,63.46,848263
px,2015-09-24,100.0,101.425,98.55,101.0,2723883
nsc,2015-08-12,80.46,81.68,79.9301,81.34,1701571
oxy,2017-10-27,64.02,65.43,63.65,65.05,5064265
sna,2015-07-21,163.34,163.94,161.43,162.55,340429
evhc,2017-07-18,61.77,61.77,60.9,61.14,709127
vlo,2016-08-01,52.13,52.63,51.39,51.63,6897328
ea,2017-10-10,119.03,119.49,116.71,117.82,1558231
cmg,2014-01-13,539.71,544.49,526.37,529.8,510359
aal,2017-05-30,48.32,48.5775,47.79,47.96,5512854
bax,2015-10-09,33.19,33.475,33.15,33.21,4960243
lll,2015-05-14,118.6,120.01,118.35,119.97,623772
amg,2015-11-09,187.08,187.08,176.99,177.87,600165
zion,2017-01-25,43.03,43.66,42.93,43.28,2584589
hp,2017-12-13,59.03,59.43,57.62,57.92,791061
ntap,2014-10-06,41.56,41.68,40.98,40.99,2494330
it,2016-12-12,103.82,103.82,102.36,102.88,188845
hp,2017-10-11,52.67,53.09,51.68,52.28,1382484
phm,2017-07-07,24.43,25.2,24.42,24.94,9620655
disck,2015-02-09,28.7,29.24,28.59,29.13,1030973
ccl,2015-10-23,53.05,53.83,52.85,53.58,5563088
ctl,2017-02-24,24.63,24.73,24.43,24.58,6056642
tsco,2016-04-25,94.0,95.43,93.688,95.14,1222406
flir,2016-08-04,31.68,31.99,31.6,31.65,582398
awk,2014-09-30,48.25,48.92,48.2,48.23,826427
dhr,2014-04-16,73.79,73.87,72.86,73.65,4069812
tmo,2014-12-09,127.11,128.36,126.04,128.29,1107929
ph,2017-05-23,158.17,158.75,156.9,158.05,984537
swk,2014-10-17,83.65,85.05,83.56,84.19,1438864
disck,2016-12-12,28.2,28.25,27.22,27.7,1954091
usb,2015-04-08,43.37,43.62,43.308,43.43,3820396
wu,2015-04-13,20.6,20.71,20.5,20.5,4434386
hpq,2016-02-04,9.6,9.935,9.6,9.86,11744573
sbac,2016-04-14,101.67,101.99,100.58,100.86,405540
swks,2015-03-23,102.25,102.77,101.68,101.76,3600442
tss,2014-02-28,30.62,30.73,30.22,30.46,1562321
pwr,2016-06-07,23.92,24.305,23.845,24.1,2317311
xlnx,2015-07-27,39.9,40.295,39.42,40.06,3383781
rhi,2014-01-15,41.41,43.06,41.41,42.68,1501677
rhi,2017-04-07,45.58,45.76,45.21,45.24,880663
axp,2016-12-21,75.11,75.57,74.69,75.32,3244537
low,2014-09-03,52.7,53.04,52.36,52.91,5820098
nflx,2014-07-18,62.9728,63.4714,62.2492,63.4528,11772201
wyn,2016-01-20,63.7,65.84,61.72,64.99,2407264
amzn,2016-05-13,714.64,719.25,706.51,709.92,4763419
fmc,2015-03-25,59.05,59.16,57.96,57.96,834741
bby,2017-09-11,55.81,55.99,55.34,55.96,3535311
cf,2015-02-17,60.038,60.482,59.304,59.742,3937610
gps,2014-12-23,41.27,41.799,41.23,41.37,1973823
rtn,2017-03-14,154.21,154.75,153.6971,154.4,960684
jpm,2016-10-12,68.26,68.59,68.05,68.13,11899831
k,2016-09-12,77.28,79.3701,77.25,79.13,2443652
sni,2014-08-28,80.37,80.41,79.89,80.11,398396
vrsk,2016-11-18,82.83,83.53,82.82,83.16,1905749
lnt,2015-07-16,30.235,30.74,30.235,30.67,1234932
cop,2017-05-19,46.89,47.6857,46.62,47.48,7206164
xyl,2016-05-13,43.23,43.41,42.89,43.15,1417201
akam,2014-09-16,61.22,62.53,61.0201,62.16,1587505
cvx,2017-05-05,104.92,105.885,104.7,105.79,5060047
fbhs,2015-09-29,47.98,48.31,46.4,46.75,1895402
esrx,2015-04-30,84.77,88.86,84.6501,86.4,9928669
slg,2016-09-26,113.39,113.685,112.1,112.29,685298
lkq,2014-04-09,27.71,27.91,27.42,27.84,1283909
chtr,2016-03-08,184.66,186.2,182.7,182.92,1771635
a,2015-09-24,34.56,34.64,34.15,34.55,2028940
pnc,2016-05-25,89.48,90.85,89.365,90.23,2322832
sna,2017-12-26,175.15,175.86,174.43,174.82,193247
dgx,2016-06-17,77.13,77.2697,75.2,75.73,1953876
swk,2014-11-03,93.75,94.39,93.48,93.61,847236
sjm,2017-10-12,104.13,106.51,104.13,106.01,1282171
fb,2015-10-15,94.99,96.3,94.9,95.96,27557516
chrw,2014-05-02,58.51,58.875,58.21,58.45,1459843
mck,2016-04-20,176.4,178.45,175.01,177.54,1464004
jci,2014-02-21,44.3612,44.6073,44.178,44.2827,2359492
expd,2017-06-02,54.36,55.045,53.21,54.74,1547372
srcl,2017-10-02,71.83,72.73,71.83,72.66,590878
xray,2016-11-09,62.92,62.92,59.95,61.19,2048874
slb,2014-05-20,100.03,100.92,99.97,100.39,3904126
vtr,2014-08-26,65.45,65.77,65.23,65.25,1813735
peg,2017-07-05,42.69,42.69,41.9,42.32,3085435
rtn,2014-04-28,96.28,96.39,94.5,95.44,2773561
gt,2015-03-24,26.2,26.37,25.91,26.37,2116141
fe,2015-03-10,34.08,34.645,33.96,34.4,3647322
dg,2015-05-20,74.09,74.09,72.83,72.88,4146305
fisv,2016-02-12,93.35,94.3299,92.41,93.07,1122501
biib,2014-07-16,313.83,313.83,302.55,303.74,1805400
see,2016-05-26,46.97,46.97,46.24,46.54,1701338
mpc,2014-06-18,43.32,44.44,42.89,44.32,6749994
iff,2016-06-29,122.41,124.14,122.13,123.81,845609
tdg,2016-12-28,250.5,250.74,248.19,249.5,188979
f,2017-10-10,12.34,12.42,12.25,12.39,40586234
has,2017-03-06,97.51,97.82,97.01,97.04,867270
rf,2015-11-02,9.44,9.6,9.38,9.58,13042759
aet,2015-04-30,108.0,108.71,106.68,106.87,3162917
mnst,2014-08-01,21.4166,21.87,21.39,21.7366,5039949
symc,2017-10-13,32.14,32.49,32.075,32.36,3356123
cnp,2014-02-12,23.28,23.52,23.28,23.3,3340972
cms,2016-09-30,42.38,42.66,41.715,42.01,2221250
eqr,2017-10-09,66.44,66.57,66.11,66.44,1251454
bmy,2015-03-25,65.7,66.395,64.65,64.7,7000981
rjf,2017-02-21,79.16,79.42,78.8,79.24,500919
ppg,2017-07-28,106.15,106.54,105.445,106.03,1724437
gww,2017-06-16,176.86,180.32,175.03,180.32,1276037
xom,2016-08-22,87.31,88.1,86.845,87.99,8235406
mos,2016-08-26,28.67,28.9,27.47,27.6,5416518
avy,2016-05-02,72.65,74.48,72.26,74.35,898930
mpc,2015-07-13,59.33,60.38,58.3,58.78,14320772
dva,2015-01-22,75.98,76.32,75.0,76.15,1358000
ctas,2017-08-04,134.64,135.28,133.48,135.0,355769
fmc,2017-03-06,58.97,59.31,58.51,59.15,1126063
len,2014-04-21,37.4804,37.6961,37.0392,37.2843,3306802
etfc,2016-08-16,25.33,25.54,25.32,25.39,1094133
flr,2015-08-18,47.96,48.195,47.36,47.59,1469919
ups,2015-05-14,99.41,101.32,99.4,100.67,5966415
hban,2017-01-04,13.32,13.55,13.32,13.48,12001891
fe,2014-10-28,36.18,36.77,36.11,36.76,2426493
hsic,2017-12-07,67.45,68.11,67.19,67.57,1903589
jpm,2016-12-29,86.58,86.67,85.04,85.89,14689042
hal,2014-11-21,50.3,51.13,49.8,50.63,31224786
jnj,2015-02-13,98.44,99.67,98.33,99.62,11153595
csco,2016-07-19,29.91,30.01,29.77,29.92,18515957
ir,2014-10-09,57.42,57.48,55.7,55.84,3209633
cci,2014-05-07,77.02,77.82,77.0,77.7,3237323
cnc,2016-12-06,57.0,57.37,56.06,56.59,2070083
cma,2014-04-25,47.9,48.3,47.5,47.93,1499607
uri,2015-07-13,82.21,82.63,81.45,82.01,1647041
ben,2015-07-02,49.32,49.495,48.9,49.21,1386780
vrsn,2015-02-26,64.55,64.95,64.2,64.825,872204
mcd,2014-06-04,101.36,102.47,101.27,102.44,3595798
avgo,2017-12-15,261.65,266.0,258.2575,265.73,4509140
mdlz,2017-08-01,44.04,44.05,43.59,43.62,6764767
itw,2017-12-07,165.91,167.75,165.91,166.49,872423
dhi,2015-02-13,27.29,27.37,27.0,27.19,3467127
oke,2016-01-25,24.41,25.96,23.61,23.62,4499988
d,2017-04-20,77.24,77.41,76.64,77.36,2603619
ilmn,2017-06-26,185.28,186.0,180.78,180.89,715934
kr,2014-02-07,18.415,18.435,18.08,18.14,8069958
hes,2015-10-28,53.3,57.54,53.05,57.07,7166749
utx,2015-05-19,118.6,119.45,118.51,119.07,2808359
oke,2015-11-13,28.34,28.56,27.44,28.49,3573879
dltr,2016-06-30,94.79,94.82,93.55,94.24,1791144
wynn,2015-02-23,155.19,156.42,152.9,154.33,2322159
antm,2014-09-22,122.53,124.48,121.59,121.82,2521009
whr,2016-06-17,174.55,176.4299,173.91,175.64,956928
rtn,2015-12-09,126.51,128.94,125.29,126.15,1679544
uri,2015-09-29,59.68,60.49,58.62,59.94,1527726
kmi,2014-10-30,38.16,38.81,38.08,38.54,9595436
ame,2014-02-27,52.67,53.03,52.57,53.0,749547
apd,2015-04-20,150.5,151.59,149.86,151.37,662033
ilmn,2017-10-30,209.55,210.6,203.03,203.81,671916
hii,2017-03-02,219.0,220.6799,217.86,218.32,479562
cost,2015-10-12,153.97,154.48,153.09,153.63,1200133
hal,2015-02-04,42.62,43.12,42.04,42.39,18881827
lly,2016-08-17,80.16,80.35,79.58,80.11,2519548
ci,2014-05-07,84.0,85.4,83.79,85.37,2124944
csra,2017-05-23,29.14,29.33,28.98,29.26,1449303
ulta,2014-09-18,118.72,119.315,117.49,118.4,695214
dvn,2016-04-18,29.97,32.29,29.73,32.0,10880077
bac,2015-01-07,17.14,17.18,16.87,16.94,104603795
wat,2016-10-03,157.35,159.57,157.2,159.05,443877
pnr,2014-12-19,65.26,66.7,64.96,66.61,2938487
dri,2016-06-02,67.25,67.98,66.98,67.8,1278060
mtd,2017-11-20,632.11,632.95,629.61,631.92,100046
ads,2015-01-07,280.59,281.765,278.4,279.95,302084
hes,2015-12-03,57.15,57.9899,55.36,55.56,5252150
wrk,2017-03-03,54.04,54.15,53.42,54.04,919166
ppg,2015-06-03,114.665,115.05,114.0122,114.995,1113932
abc,2014-08-29,77.0,77.41,76.8,77.39,992147
vno,2016-10-17,95.45,96.18,95.1,95.37,618907
eix,2016-07-13,76.92,77.44,74.45,77.41,2000240
luk,2015-02-19,23.8,24.8,23.64,23.95,1319187
nbl,2017-07-07,27.0,27.09,26.56,27.0,4611489
cboe,2016-12-16,75.71,76.22,75.4,75.72,1841850
cci,2015-07-20,81.17,82.08,80.87,81.99,1698095
wltw,2017-06-14,147.21,148.36,146.66,147.98,515625
avy,2015-12-29,64.47,64.47,63.23,63.59,673775
fb,2015-03-11,77.8,78.43,77.26,77.57,20215704
dri,2016-03-28,66.09,66.9689,65.94,66.47,1022122
omc,2016-03-22,81.15,81.92,80.89,81.34,1187302
mgm,2014-02-13,25.46,25.63,25.15,25.58,7632493
dal,2015-12-18,51.04,51.95,49.96,49.96,15753531
mgm,2015-02-12,20.79,21.4,20.71,21.24,12466359
ms,2015-07-01,39.46,39.53,39.18,39.36,10549881
vrtx,2017-11-09,146.26,148.5,144.321,148.17,1132267
xel,2014-08-05,30.57,30.81,30.1,30.23,3427958
scg,2014-10-14,50.25,52.16,50.065,51.22,2208252
hon,2016-02-26,104.09,104.53,102.71,103.03,7908351
blk,2016-08-31,372.52,374.04,370.66,372.81,618377
sre,2017-01-04,101.39,103.14,101.17,102.0,1389056
mrk,2014-07-21,57.89,58.19,57.71,58.0,7095660
nclh,2014-09-02,38.01,38.05,36.7,36.99,6593052
rost,2017-03-30,65.94,66.63,65.87,66.61,1741351
nov,2016-11-21,35.94,36.62,35.93,36.44,3551518
jec,2017-09-05,55.25,55.36,54.0,54.38,1207106
goog,2017-08-03,930.34,932.24,922.24,923.65,1202512
lyb,2016-12-06,88.22,88.22,87.045,87.78,3601115
hsic,2017-12-27,70.61,70.83,70.17,70.46,940299
sjm,2015-02-09,112.68,113.31,112.456,112.91,640317
eog,2017-06-16,87.57,88.59,87.07,88.52,4767003
pld,2016-03-21,42.61,42.9,42.25,42.61,1918321
aon,2016-06-08,109.28,110.02,108.94,109.77,1189103
gs,2017-02-08,238.3,238.94,236.31,237.73,2744667
gt,2015-11-25,34.45,34.845,34.37,34.62,1589020
incy,2014-02-06,62.63,64.35,62.27,62.58,1789637
ip,2014-03-31,46.16,46.26,45.64,45.88,4834630
pfg,2015-10-01,47.5,47.54,46.81,47.37,1071658
gww,2016-10-24,205.48,207.39,204.44,204.79,553043
etfc,2016-05-05,24.94,25.2711,24.59,24.95,3229440
pru,2014-02-14,84.38,85.23,84.217,84.99,1995383
tjx,2016-04-18,77.15,77.87,77.15,77.63,2490745
tss,2016-11-25,51.56,51.9,51.435,51.61,277077
gps,2016-02-29,27.31,27.91,27.15,27.65,6488688
ibm,2017-07-14,154.01,154.615,153.4,154.24,3256372
apa,2015-05-28,60.53,60.71,58.8344,59.79,4111492
cme,2015-04-08,90.93,91.5396,90.25,90.36,1862317
a,2016-03-02,38.49,39.27,38.41,39.04,3612508
txt,2015-01-14,41.69,42.41,41.585,42.19,1426302
hii,2017-03-27,202.75,202.99,200.31,202.08,442259
mgm,2017-06-26,34.19,34.34,33.64,33.85,7751678
alb,2014-09-18,65.19,65.25,64.83,65.04,705048
dg,2014-02-14,56.11,57.42,56.05,57.26,3642280
mmc,2017-10-19,83.52,84.3,83.42,84.29,1028214
see,2016-03-28,47.34,47.97,47.04,47.81,893594
disck,2014-12-02,34.13,34.55,33.94,34.31,1673380
aes,2016-04-28,11.2,11.31,11.06,11.12,4888655
cof,2014-05-21,75.8,76.79,75.7,76.67,1830279
cpb,2016-05-03,62.25,62.68,61.85,62.12,1478145
ecl,2017-04-27,128.94,129.44,128.74,129.37,933080
syk,2014-04-04,84.36,84.85,82.49,82.6,1570728
mgm,2014-03-31,25.21,26.0,25.19,25.86,10308767
c,2014-01-02,52.03,52.4,51.81,52.27,16489767
irm,2015-03-27,36.37,36.758,36.34,36.64,617217
dg,2014-12-31,71.21,71.7,70.65,70.7,1687001
aee,2016-05-11,48.63,49.0,47.94,48.15,3296303
intc,2015-04-01,31.13,31.315,30.65,30.81,31532086
dis,2016-09-19,92.8,93.3165,92.34,92.63,5421473
so,2017-08-18,47.84,48.49,47.69,48.3,4853025
avgo,2015-08-05,123.0,125.69,121.0,124.75,3416249
syk,2015-05-22,96.19,96.71,95.79,96.44,1268718
dlr,2014-06-23,58.0,58.0,57.43,57.47,800550
f,2015-12-07,14.19,14.2,14.02,14.12,14530576
ccl,2015-03-06,45.22,45.24,44.05,44.4,4490880
rsg,2015-04-07,40.56,40.6101,40.445,40.46,817160
hcn,2014-09-05,67.41,68.36,67.34,68.32,2047726
kr,2014-07-11,24.495,24.575,24.39,24.41,5544220
dxc,2017-05-01,75.38,76.8,74.95,76.4,2962259
vlo,2017-09-26,75.02,75.75,74.81,74.96,3287925
c,2014-06-19,47.95,47.97,47.3375,47.56,15756633
hst,2014-01-14,19.11,19.36,19.04,19.34,7357938
ew,2014-08-26,49.555,49.675,49.0,49.4,1520132
cbg,2014-08-11,30.6,30.93,30.56,30.86,1441400
ecl,2015-08-20,114.08,114.85,112.57,112.62,1211904
evhc,2017-03-23,61.89,62.43,61.66,62.27,1291934
googl,2017-09-07,944.25,950.4965,937.53,949.89,1116575
bac,2016-06-14,13.56,13.7262,13.17,13.26,85377775
trv,2014-08-05,89.67,89.87,88.82,89.12,2218347
disck,2017-11-14,15.84,15.93,15.225,15.27,2627381
wec,2015-10-01,52.35,52.48,51.52,52.08,2358773
disca,2016-11-16,27.76,28.23,27.59,27.63,2678567
nfx,2015-10-22,38.86,39.86,38.725,39.16,2993745
nvda,2014-06-30,18.31,18.59,18.31,18.54,4514184
chrw,2015-05-13,64.95,65.5496,64.42,64.54,1133603
msi,2015-10-23,70.71,70.77,70.0,70.48,1204602
rcl,2015-09-01,86.04,87.5,85.3,86.3,2752662
ivz,2015-04-30,41.15,42.0,40.93,41.42,4592982
vno,2015-06-08,97.97,98.43,97.61,97.79,576728
gild,2014-06-12,80.8,81.57,80.33,80.58,7080821
tdg,2017-11-21,267.73,268.6,265.7,267.15,584606
avgo,2017-09-18,251.05,252.83,248.61,249.82,2574276
kmi,2016-10-06,22.49,22.63,22.06,22.09,11033324
eix,2017-07-03,78.4,78.46,77.18,77.18,963322
kmi,2016-09-06,22.03,22.41,21.755,22.4,13721670
ipg,2016-10-14,22.59,22.74,22.53,22.66,3336584
trv,2016-03-23,116.16,116.46,115.05,115.89,1458602
cfg,2017-05-22,34.79,34.96,34.291,34.57,4214528
txn,2017-10-11,91.99,92.92,91.72,92.87,3161938
awk,2017-08-31,80.98,81.285,80.53,80.9,1195291
f,2016-09-23,12.12,12.22,12.12,12.17,18993510
symc,2014-06-27,22.52,22.77,22.43,22.77,13960429
mpc,2015-03-16,47.825,49.06,47.145,49.03,4739114
peg,2015-06-19,41.13,41.42,40.98,40.99,3640549
lll,2015-07-24,121.64,121.68,120.3,120.65,349828
info,2015-06-05,26.53,26.75,26.25,26.51,5966123
pcg,2017-06-28,66.72,66.89,66.03,66.1,2683951
fdx,2016-04-18,165.33,167.375,164.81,167.13,833796
rhi,2015-11-02,52.71,54.01,52.51,53.82,1048692
dva,2016-03-28,71.55,71.94,71.14,71.5,420388
efx,2015-05-28,100.38,100.9299,99.83,100.29,372358
cnp,2015-07-15,19.26,19.28,19.13,19.27,1667570
mas,2017-11-08,38.99,39.285,38.595,39.13,3395859
cof,2017-12-20,99.0,99.43,98.31,98.59,2031218
avgo,2014-09-08,88.07,89.67,87.52,88.185,2894863
vz,2016-04-07,52.52,52.7,51.77,52.0,23076267
adi,2017-05-24,82.46,82.58,81.67,82.12,1751235
f,2014-11-06,13.92,14.2157,13.92,14.19,36431748
rost,2016-06-07,52.38,53.4,52.27,53.18,3828160
mdt,2015-02-04,74.65,75.09,73.98,74.13,7378251
whr,2015-07-14,175.36,176.77,174.99,175.68,566565
wdc,2015-11-04,68.48,68.7,66.47,68.55,4621807
nue,2016-01-27,35.95,36.63,35.57,35.7,3327158
slg,2015-12-21,111.39,111.86,109.36,110.0,632919
key,2017-08-23,17.45,17.78,17.44,17.68,8521268
coty,2016-12-09,19.17,19.37,19.01,19.16,12847543
col,2015-04-24,97.84,98.2299,97.48,97.79,647056
xl,2015-06-02,37.54,37.54,37.275,37.39,2072870
adm,2015-05-27,52.16,53.23,52.05,53.17,4035361
amd,2017-06-26,14.39,14.49,13.84,14.08,101012533
msi,2014-09-10,61.1,61.41,61.01,61.22,1766893
ppl,2016-05-18,38.08,38.2,37.21,37.48,6576306
it,2014-10-20,73.57,74.37,73.57,74.37,253299
bac,2014-09-30,17.08,17.11,16.97,17.05,82217388
cog,2016-05-05,24.37,24.74,23.85,24.19,5736778
snps,2016-12-20,60.5,60.71,60.13,60.42,573085
hpe,2017-12-14,14.28,14.38,14.22,14.24,7601009
avy,2014-11-11,48.0,48.36,47.74,47.96,476809
tjx,2015-11-06,74.33,74.49,72.47,72.93,2547901
pkg,2017-09-25,115.78,116.1,112.2,113.9,977814
acn,2015-11-09,105.23,105.7292,104.55,104.88,2174141
tjx,2017-02-13,77.31,77.6,76.61,76.9,3486091
aap,2015-12-02,162.21,163.22,157.09,157.93,1331781
sjm,2017-03-09,138.96,139.96,138.76,139.69,1480253
bk,2015-11-19,43.97,44.02,43.66,43.83,4400483
jpm,2015-01-12,59.28,59.4,58.27,58.83,15455234
yum,2015-09-25,79.25,79.7,78.22,78.6,3375484
